Timing samples: mode=median repeats=5 warmup_rounds=5 shuffle_seed=6221073 metric=kernel_ms
CPU reference implemented: yes
GPU kernel implemented: yes

group     name                    kernel        rows    cols    elements      block_x grid_x  cpu     gpu     total_ms    kernel_ms   
scale     narrow_2048x64          warp_float4   2048    64      131072        128     32      SKIP    SKIP    0.014       0.014       
scale     narrow_2048x64          warp_float4   2048    64      131072        128     64      SKIP    SKIP    0.012       0.012       
scale     narrow_2048x64          warp_float4   2048    64      131072        128     128     SKIP    SKIP    0.008       0.008       
scale     narrow_2048x64          warp_float4   2048    64      131072        256     8       SKIP    SKIP    0.024       0.024       
scale     narrow_2048x64          warp_float4   2048    64      131072        256     16      SKIP    SKIP    0.014       0.014       
scale     narrow_2048x64          warp_float4   2048    64      131072        256     32      SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          warp_float4   2048    64      131072        256     64      SKIP    SKIP    0.013       0.013       
scale     narrow_2048x64          warp_float4   2048    64      131072        256     128     SKIP    SKIP    0.012       0.012       
scale     narrow_2048x64          warp_float4   2048    64      131072        512     8       SKIP    SKIP    0.019       0.019       
scale     narrow_2048x64          warp_float4   2048    64      131072        512     16      SKIP    SKIP    0.011       0.011       
scale     narrow_2048x64          warp_float4   2048    64      131072        512     32      SKIP    SKIP    0.009       0.009       
scale     narrow_2048x64          warp_float4   2048    64      131072        512     64      SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          warp_float4   2048    64      131072        512     128     SKIP    SKIP    0.020       0.020       
scale     narrow_4096x128         basic         4096    128     524288        64      8       SKIP    SKIP    2.456       2.456       
scale     narrow_4096x128         basic         4096    128     524288        64      16      SKIP    SKIP    1.233       1.233       
scale     narrow_4096x128         basic         4096    128     524288        64      32      SKIP    SKIP    0.625       0.625       
scale     narrow_4096x128         basic         4096    128     524288        64      64      SKIP    SKIP    0.323       0.323       
scale     narrow_4096x128         basic         4096    128     524288        64      128     SKIP    SKIP    0.185       0.185       
scale     narrow_4096x128         basic         4096    128     524288        128     8       SKIP    SKIP    0.915       0.915       
scale     narrow_4096x128         basic         4096    128     524288        128     16      SKIP    SKIP    0.461       0.461       
scale     narrow_4096x128         basic         4096    128     524288        128     32      SKIP    SKIP    0.243       0.243       
scale     narrow_4096x128         basic         4096    128     524288        128     64      SKIP    SKIP    0.157       0.157       
scale     narrow_4096x128         basic         4096    128     524288        128     128     SKIP    SKIP    0.144       0.144       
scale     narrow_4096x128         basic         4096    128     524288        256     8       SKIP    SKIP    0.479       0.479       
scale     narrow_4096x128         basic         4096    128     524288        256     16      SKIP    SKIP    0.243       0.243       
scale     narrow_4096x128         basic         4096    128     524288        256     32      SKIP    SKIP    0.158       0.158       
scale     narrow_4096x128         basic         4096    128     524288        256     64      SKIP    SKIP    0.157       0.157       
scale     narrow_4096x128         basic         4096    128     524288        256     128     SKIP    SKIP    0.134       0.134       
scale     narrow_4096x128         basic         4096    128     524288        512     8       SKIP    SKIP    0.303       0.303       
scale     narrow_4096x128         basic         4096    128     524288        512     16      SKIP    SKIP    0.157       0.157       
scale     narrow_4096x128         basic         4096    128     524288        512     32      SKIP    SKIP    0.151       0.151       
scale     narrow_4096x128         basic         4096    128     524288        512     64      SKIP    SKIP    0.148       0.148       
scale     narrow_4096x128         basic         4096    128     524288        512     128     SKIP    SKIP    0.130       0.130       
scale     narrow_4096x128         float4        4096    128     524288        64      8       SKIP    SKIP    3.211       3.211       
scale     narrow_4096x128         float4        4096    128     524288        64      16      SKIP    SKIP    1.611       1.611       
scale     narrow_4096x128         float4        4096    128     524288        64      32      SKIP    SKIP    0.815       0.815       
scale     narrow_4096x128         float4        4096    128     524288        64      64      SKIP    SKIP    0.414       0.414       
scale     narrow_4096x128         float4        4096    128     524288        64      128     SKIP    SKIP    0.216       0.216       
scale     narrow_4096x128         float4        4096    128     524288        128     8       SKIP    SKIP    1.621       1.621       
scale     narrow_4096x128         float4        4096    128     524288        128     16      SKIP    SKIP    0.816       0.816       
scale     narrow_4096x128         float4        4096    128     524288        128     32      SKIP    SKIP    0.416       0.416       
scale     narrow_4096x128         float4        4096    128     524288        128     64      SKIP    SKIP    0.218       0.218       
scale     narrow_4096x128         float4        4096    128     524288        128     128     SKIP    SKIP    0.119       0.119       
scale     narrow_4096x128         float4        4096    128     524288        256     8       SKIP    SKIP    0.821       0.821       
scale     narrow_4096x128         float4        4096    128     524288        256     16      SKIP    SKIP    0.415       0.415       
scale     narrow_4096x128         float4        4096    128     524288        256     32      SKIP    SKIP    0.217       0.217       
scale     narrow_4096x128         float4        4096    128     524288        256     64      SKIP    SKIP    0.121       0.121       
scale     narrow_4096x128         float4        4096    128     524288        256     128     SKIP    SKIP    0.120       0.120       
scale     narrow_4096x128         float4        4096    128     524288        512     8       SKIP    SKIP    0.422       0.422       
scale     narrow_4096x128         float4        4096    128     524288        512     16      SKIP    SKIP    0.218       0.218       
scale     narrow_4096x128         float4        4096    128     524288        512     32      SKIP    SKIP    0.120       0.120       
scale     narrow_4096x128         float4        4096    128     524288        512     64      SKIP    SKIP    0.123       0.123       
scale     narrow_4096x128         float4        4096    128     524288        512     128     SKIP    SKIP    0.099       0.099       
scale     narrow_4096x128         shared        4096    128     524288        64      8       SKIP    SKIP    0.587       0.587       
scale     narrow_4096x128         shared        4096    128     524288        64      16      SKIP    SKIP    0.297       0.297       
scale     narrow_4096x128         shared        4096    128     524288        64      32      SKIP    SKIP    0.155       0.155       
scale     narrow_4096x128         shared        4096    128     524288        64      64      SKIP    SKIP    0.085       0.085       
scale     narrow_4096x128         shared        4096    128     524288        64      128     SKIP    SKIP    0.049       0.049       
scale     narrow_4096x128         shared        4096    128     524288        128     8       SKIP    SKIP    0.442       0.442       
scale     narrow_4096x128         shared        4096    128     524288        128     16      SKIP    SKIP    0.225       0.225       
scale     narrow_4096x128         shared        4096    128     524288        128     32      SKIP    SKIP    0.121       0.121       
scale     narrow_4096x128         shared        4096    128     524288        128     64      SKIP    SKIP    0.070       0.070       
scale     narrow_4096x128         shared        4096    128     524288        128     128     SKIP    SKIP    0.044       0.044       
scale     narrow_4096x128         shared        4096    128     524288        256     8       SKIP    SKIP    0.508       0.508       
scale     narrow_4096x128         shared        4096    128     524288        256     16      SKIP    SKIP    0.257       0.257       
scale     narrow_4096x128         shared        4096    128     524288        256     32      SKIP    SKIP    0.149       0.149       
scale     narrow_4096x128         shared        4096    128     524288        256     64      SKIP    SKIP    0.092       0.092       
scale     narrow_4096x128         shared        4096    128     524288        256     128     SKIP    SKIP    0.085       0.085       
scale     narrow_4096x128         shared        4096    128     524288        512     8       SKIP    SKIP    0.634       0.634       
scale     narrow_4096x128         shared        4096    128     524288        512     16      SKIP    SKIP    0.319       0.319       
scale     narrow_4096x128         shared        4096    128     524288        512     32      SKIP    SKIP    0.202       0.202       
scale     narrow_4096x128         shared        4096    128     524288        512     64      SKIP    SKIP    0.194       0.194       
scale     narrow_4096x128         shared        4096    128     524288        512     128     SKIP    SKIP    0.155       0.155       
scale     narrow_4096x128         shared_float4 4096    128     524288        64      8       SKIP    SKIP    0.446       0.446       
scale     narrow_4096x128         shared_float4 4096    128     524288        64      16      SKIP    SKIP    0.227       0.227       
scale     narrow_4096x128         shared_float4 4096    128     524288        64      32      SKIP    SKIP    0.121       0.121       
scale     narrow_4096x128         shared_float4 4096    128     524288        64      64      SKIP    SKIP    0.066       0.066       
scale     narrow_4096x128         shared_float4 4096    128     524288        64      128     SKIP    SKIP    0.044       0.044       
scale     narrow_4096x128         shared_float4 4096    128     524288        128     8       SKIP    SKIP    0.485       0.485       
scale     narrow_4096x128         shared_float4 4096    128     524288        128     16      SKIP    SKIP    0.245       0.245       
scale     narrow_4096x128         shared_float4 4096    128     524288        128     32      SKIP    SKIP    0.132       0.132       
scale     narrow_4096x128         shared_float4 4096    128     524288        128     64      SKIP    SKIP    0.073       0.073       
scale     narrow_4096x128         shared_float4 4096    128     524288        128     128     SKIP    SKIP    0.047       0.047       
scale     narrow_4096x128         shared_float4 4096    128     524288        256     8       SKIP    SKIP    0.547       0.547       
scale     narrow_4096x128         shared_float4 4096    128     524288        256     16      SKIP    SKIP    0.276       0.276       
scale     narrow_4096x128         shared_float4 4096    128     524288        256     32      SKIP    SKIP    0.157       0.157       
scale     narrow_4096x128         shared_float4 4096    128     524288        256     64      SKIP    SKIP    0.097       0.097       
scale     narrow_4096x128         shared_float4 4096    128     524288        256     128     SKIP    SKIP    0.089       0.089       
scale     narrow_4096x128         shared_float4 4096    128     524288        512     8       SKIP    SKIP    0.692       0.692       
scale     narrow_4096x128         shared_float4 4096    128     524288        512     16      SKIP    SKIP    0.350       0.350       
scale     narrow_4096x128         shared_float4 4096    128     524288        512     32      SKIP    SKIP    0.219       0.219       
scale     narrow_4096x128         shared_float4 4096    128     524288        512     64      SKIP    SKIP    0.206       0.206       
scale     narrow_4096x128         shared_float4 4096    128     524288        512     128     SKIP    SKIP    0.164       0.164       
scale     narrow_4096x128         warp          4096    128     524288        64      8       SKIP    SKIP    0.259       0.259       
scale     narrow_4096x128         warp          4096    128     524288        64      16      SKIP    SKIP    0.136       0.136       
scale     narrow_4096x128         warp          4096    128     524288        64      32      SKIP    SKIP    0.072       0.072       
scale     narrow_4096x128         warp          4096    128     524288        64      64      SKIP    SKIP    0.042       0.042       
scale     narrow_4096x128         warp          4096    128     524288        64      128     SKIP    SKIP    0.031       0.031       
scale     narrow_4096x128         warp          4096    128     524288        128     8       SKIP    SKIP    0.132       0.132       
scale     narrow_4096x128         warp          4096    128     524288        128     16      SKIP    SKIP    0.072       0.072       
scale     narrow_4096x128         warp          4096    128     524288        128     32      SKIP    SKIP    0.044       0.044       
scale     narrow_4096x128         warp          4096    128     524288        128     64      SKIP    SKIP    0.030       0.030       
scale     narrow_4096x128         warp          4096    128     524288        128     128     SKIP    SKIP    0.033       0.033       
scale     narrow_4096x128         warp          4096    128     524288        256     8       SKIP    SKIP    0.075       0.075       
scale     narrow_4096x128         warp          4096    128     524288        256     16      SKIP    SKIP    0.042       0.042       
scale     narrow_4096x128         warp          4096    128     524288        256     32      SKIP    SKIP    0.031       0.031       
scale     narrow_4096x128         warp          4096    128     524288        256     64      SKIP    SKIP    0.033       0.033       
scale     narrow_4096x128         warp          4096    128     524288        256     128     SKIP    SKIP    0.032       0.032       
scale     narrow_4096x128         warp          4096    128     524288        512     8       SKIP    SKIP    0.047       0.047       
scale     narrow_4096x128         warp          4096    128     524288        512     16      SKIP    SKIP    0.032       0.032       
scale     narrow_4096x128         warp          4096    128     524288        512     32      SKIP    SKIP    0.034       0.034       
scale     narrow_4096x128         warp          4096    128     524288        512     64      SKIP    SKIP    0.032       0.032       
scale     narrow_4096x128         warp          4096    128     524288        512     128     SKIP    SKIP    0.029       0.029       
scale     narrow_4096x128         warp_float4   4096    128     524288        64      8       SKIP    SKIP    0.198       0.198       
scale     narrow_4096x128         warp_float4   4096    128     524288        64      16      SKIP    SKIP    0.103       0.103       
scale     narrow_4096x128         warp_float4   4096    128     524288        64      32      SKIP    SKIP    0.058       0.058       
scale     narrow_4096x128         warp_float4   4096    128     524288        64      64      SKIP    SKIP    0.039       0.039       
scale     narrow_4096x128         warp_float4   4096    128     524288        64      128     SKIP    SKIP    0.030       0.030       
scale     narrow_4096x128         warp_float4   4096    128     524288        128     8       SKIP    SKIP    0.103       0.103       
scale     narrow_4096x128         warp_float4   4096    128     524288        128     16      SKIP    SKIP    0.056       0.056       
scale     narrow_4096x128         warp_float4   4096    128     524288        128     32      SKIP    SKIP    0.036       0.036       
scale     narrow_4096x128         warp_float4   4096    128     524288        128     64      SKIP    SKIP    0.031       0.031       
scale     narrow_4096x128         warp_float4   4096    128     524288        128     128     SKIP    SKIP    0.030       0.030       
scale     narrow_4096x128         warp_float4   4096    128     524288        256     8       SKIP    SKIP    0.059       0.059       
scale     narrow_4096x128         warp_float4   4096    128     524288        256     16      SKIP    SKIP    0.036       0.036       
scale     narrow_4096x128         warp_float4   4096    128     524288        256     32      SKIP    SKIP    0.030       0.030       
scale     narrow_4096x128         warp_float4   4096    128     524288        256     64      SKIP    SKIP    0.033       0.033       
scale     narrow_4096x128         warp_float4   4096    128     524288        256     128     SKIP    SKIP    0.030       0.030       
scale     narrow_4096x128         warp_float4   4096    128     524288        512     8       SKIP    SKIP    0.038       0.038       
scale     narrow_4096x128         warp_float4   4096    128     524288        512     16      SKIP    SKIP    0.033       0.033       
scale     narrow_4096x128         warp_float4   4096    128     524288        512     32      SKIP    SKIP    0.031       0.031       
scale     narrow_4096x128         warp_float4   4096    128     524288        512     64      SKIP    SKIP    0.034       0.034       
scale     narrow_4096x128         warp_float4   4096    128     524288        512     128     SKIP    SKIP    0.031       0.031       
scale     narrow_8192x256         basic         8192    256     2097152       64      8       SKIP    SKIP    20.696      20.696      
scale     narrow_8192x256         basic         8192    256     2097152       64      16      SKIP    SKIP    10.348      10.348      
scale     narrow_8192x256         basic         8192    256     2097152       64      32      SKIP    SKIP    5.209       5.209       
scale     narrow_8192x256         basic         8192    256     2097152       64      64      SKIP    SKIP    2.686       2.686       
scale     narrow_8192x256         basic         8192    256     2097152       64      128     SKIP    SKIP    1.449       1.449       
scale     narrow_8192x256         basic         8192    256     2097152       128     8       SKIP    SKIP    9.412       9.412       
scale     narrow_8192x256         basic         8192    256     2097152       128     16      SKIP    SKIP    4.706       4.706       
scale     narrow_8192x256         basic         8192    256     2097152       128     32      SKIP    SKIP    2.383       2.383       
scale     narrow_8192x256         basic         8192    256     2097152       128     64      SKIP    SKIP    1.363       1.363       
scale     narrow_8192x256         basic         8192    256     2097152       128     128     SKIP    SKIP    1.191       1.191       
scale     narrow_8192x256         basic         8192    256     2097152       256     8       SKIP    SKIP    3.356       3.356       
scale     narrow_8192x256         basic         8192    256     2097152       256     16      SKIP    SKIP    1.682       1.682       
scale     narrow_8192x256         basic         8192    256     2097152       256     32      SKIP    SKIP    1.164       1.164       
scale     narrow_8192x256         basic         8192    256     2097152       256     64      SKIP    SKIP    1.156       1.156       
scale     narrow_8192x256         basic         8192    256     2097152       256     128     SKIP    SKIP    1.010       1.010       
scale     narrow_8192x256         basic         8192    256     2097152       512     8       SKIP    SKIP    2.313       2.313       
scale     narrow_8192x256         basic         8192    256     2097152       512     16      SKIP    SKIP    1.159       1.159       
scale     narrow_8192x256         basic         8192    256     2097152       512     32      SKIP    SKIP    1.133       1.133       
scale     narrow_8192x256         basic         8192    256     2097152       512     64      SKIP    SKIP    1.117       1.117       
scale     narrow_8192x256         basic         8192    256     2097152       512     128     SKIP    SKIP    0.975       0.975       
scale     narrow_8192x256         float4        8192    256     2097152       64      8       SKIP    SKIP    23.091      23.091      
scale     narrow_8192x256         float4        8192    256     2097152       64      16      SKIP    SKIP    11.606      11.606      
scale     narrow_8192x256         float4        8192    256     2097152       64      32      SKIP    SKIP    5.831       5.831       
scale     narrow_8192x256         float4        8192    256     2097152       64      64      SKIP    SKIP    2.936       2.936       
scale     narrow_8192x256         float4        8192    256     2097152       64      128     SKIP    SKIP    1.496       1.496       
scale     narrow_8192x256         float4        8192    256     2097152       128     8       SKIP    SKIP    11.678      11.678      
scale     narrow_8192x256         float4        8192    256     2097152       128     16      SKIP    SKIP    5.849       5.849       
scale     narrow_8192x256         float4        8192    256     2097152       128     32      SKIP    SKIP    2.952       2.952       
scale     narrow_8192x256         float4        8192    256     2097152       128     64      SKIP    SKIP    1.523       1.523       
scale     narrow_8192x256         float4        8192    256     2097152       128     128     SKIP    SKIP    0.799       0.799       
scale     narrow_8192x256         float4        8192    256     2097152       256     8       SKIP    SKIP    5.970       5.970       
scale     narrow_8192x256         float4        8192    256     2097152       256     16      SKIP    SKIP    2.993       2.993       
scale     narrow_8192x256         float4        8192    256     2097152       256     32      SKIP    SKIP    1.529       1.529       
scale     narrow_8192x256         float4        8192    256     2097152       256     64      SKIP    SKIP    0.811       0.811       
scale     narrow_8192x256         float4        8192    256     2097152       256     128     SKIP    SKIP    0.859       0.859       
scale     narrow_8192x256         float4        8192    256     2097152       512     8       SKIP    SKIP    3.048       3.048       
scale     narrow_8192x256         float4        8192    256     2097152       512     16      SKIP    SKIP    1.529       1.529       
scale     narrow_8192x256         float4        8192    256     2097152       512     32      SKIP    SKIP    0.813       0.813       
scale     narrow_8192x256         float4        8192    256     2097152       512     64      SKIP    SKIP    0.865       0.865       
scale     narrow_8192x256         float4        8192    256     2097152       512     128     SKIP    SKIP    0.678       0.678       
scale     narrow_8192x256         shared        8192    256     2097152       64      8       SKIP    SKIP    1.907       1.907       
scale     narrow_8192x256         shared        8192    256     2097152       64      16      SKIP    SKIP    0.965       0.965       
scale     narrow_8192x256         shared        8192    256     2097152       64      32      SKIP    SKIP    0.493       0.493       
scale     narrow_8192x256         shared        8192    256     2097152       64      64      SKIP    SKIP    0.262       0.262       
scale     narrow_8192x256         shared        8192    256     2097152       64      128     SKIP    SKIP    0.153       0.153       
scale     narrow_8192x256         shared        8192    256     2097152       128     8       SKIP    SKIP    1.259       1.259       
scale     narrow_8192x256         shared        8192    256     2097152       128     16      SKIP    SKIP    0.638       0.638       
scale     narrow_8192x256         shared        8192    256     2097152       128     32      SKIP    SKIP    0.337       0.337       
scale     narrow_8192x256         shared        8192    256     2097152       128     64      SKIP    SKIP    0.189       0.189       
scale     narrow_8192x256         shared        8192    256     2097152       128     128     SKIP    SKIP    0.120       0.120       
scale     narrow_8192x256         shared        8192    256     2097152       256     8       SKIP    SKIP    1.062       1.062       
scale     narrow_8192x256         shared        8192    256     2097152       256     16      SKIP    SKIP    0.538       0.538       
scale     narrow_8192x256         shared        8192    256     2097152       256     32      SKIP    SKIP    0.300       0.300       
scale     narrow_8192x256         shared        8192    256     2097152       256     64      SKIP    SKIP    0.189       0.189       
scale     narrow_8192x256         shared        8192    256     2097152       256     128     SKIP    SKIP    0.175       0.175       
scale     narrow_8192x256         shared        8192    256     2097152       512     8       SKIP    SKIP    1.298       1.298       
scale     narrow_8192x256         shared        8192    256     2097152       512     16      SKIP    SKIP    0.659       0.659       
scale     narrow_8192x256         shared        8192    256     2097152       512     32      SKIP    SKIP    0.416       0.416       
scale     narrow_8192x256         shared        8192    256     2097152       512     64      SKIP    SKIP    0.394       0.394       
scale     narrow_8192x256         shared        8192    256     2097152       512     128     SKIP    SKIP    0.315       0.315       
scale     narrow_8192x256         shared_float4 8192    256     2097152       64      8       SKIP    SKIP    0.907       0.907       
scale     narrow_8192x256         shared_float4 8192    256     2097152       64      16      SKIP    SKIP    0.459       0.459       
scale     narrow_8192x256         shared_float4 8192    256     2097152       64      32      SKIP    SKIP    0.241       0.241       
scale     narrow_8192x256         shared_float4 8192    256     2097152       64      64      SKIP    SKIP    0.137       0.137       
scale     narrow_8192x256         shared_float4 8192    256     2097152       64      128     SKIP    SKIP    0.104       0.104       
scale     narrow_8192x256         shared_float4 8192    256     2097152       128     8       SKIP    SKIP    0.982       0.982       
scale     narrow_8192x256         shared_float4 8192    256     2097152       128     16      SKIP    SKIP    0.498       0.498       
scale     narrow_8192x256         shared_float4 8192    256     2097152       128     32      SKIP    SKIP    0.262       0.262       
scale     narrow_8192x256         shared_float4 8192    256     2097152       128     64      SKIP    SKIP    0.148       0.148       
scale     narrow_8192x256         shared_float4 8192    256     2097152       128     128     SKIP    SKIP    0.105       0.105       
scale     narrow_8192x256         shared_float4 8192    256     2097152       256     8       SKIP    SKIP    1.108       1.108       
scale     narrow_8192x256         shared_float4 8192    256     2097152       256     16      SKIP    SKIP    0.562       0.562       
scale     narrow_8192x256         shared_float4 8192    256     2097152       256     32      SKIP    SKIP    0.313       0.313       
scale     narrow_8192x256         shared_float4 8192    256     2097152       256     64      SKIP    SKIP    0.193       0.193       
scale     narrow_8192x256         shared_float4 8192    256     2097152       256     128     SKIP    SKIP    0.181       0.181       
scale     narrow_8192x256         shared_float4 8192    256     2097152       512     8       SKIP    SKIP    1.401       1.401       
scale     narrow_8192x256         shared_float4 8192    256     2097152       512     16      SKIP    SKIP    0.702       0.702       
scale     narrow_8192x256         shared_float4 8192    256     2097152       512     32      SKIP    SKIP    0.438       0.438       
scale     narrow_8192x256         shared_float4 8192    256     2097152       512     64      SKIP    SKIP    0.414       0.414       
scale     narrow_8192x256         shared_float4 8192    256     2097152       512     128     SKIP    SKIP    0.335       0.335       
scale     narrow_8192x256         warp          8192    256     2097152       64      8       SKIP    SKIP    0.773       0.773       
scale     narrow_8192x256         warp          8192    256     2097152       64      16      SKIP    SKIP    0.398       0.398       
scale     narrow_8192x256         warp          8192    256     2097152       64      32      SKIP    SKIP    0.213       0.213       
scale     narrow_8192x256         warp          8192    256     2097152       64      64      SKIP    SKIP    0.130       0.130       
scale     narrow_8192x256         warp          8192    256     2097152       64      128     SKIP    SKIP    0.103       0.103       
scale     narrow_8192x256         warp          8192    256     2097152       128     8       SKIP    SKIP    0.399       0.399       
scale     narrow_8192x256         warp          8192    256     2097152       128     16      SKIP    SKIP    0.213       0.213       
scale     narrow_8192x256         warp          8192    256     2097152       128     32      SKIP    SKIP    0.129       0.129       
scale     narrow_8192x256         warp          8192    256     2097152       128     64      SKIP    SKIP    0.105       0.105       
scale     narrow_8192x256         warp          8192    256     2097152       128     128     SKIP    SKIP    0.118       0.118       
scale     narrow_8192x256         warp          8192    256     2097152       256     8       SKIP    SKIP    0.224       0.224       
scale     narrow_8192x256         warp          8192    256     2097152       256     16      SKIP    SKIP    0.124       0.124       
scale     narrow_8192x256         warp          8192    256     2097152       256     32      SKIP    SKIP    0.103       0.103       
scale     narrow_8192x256         warp          8192    256     2097152       256     64      SKIP    SKIP    0.117       0.117       
scale     narrow_8192x256         warp          8192    256     2097152       256     128     SKIP    SKIP    0.126       0.126       
scale     narrow_8192x256         warp          8192    256     2097152       512     8       SKIP    SKIP    0.137       0.137       
scale     narrow_8192x256         warp          8192    256     2097152       512     16      SKIP    SKIP    0.102       0.102       
scale     narrow_8192x256         warp          8192    256     2097152       512     32      SKIP    SKIP    0.117       0.117       
scale     narrow_8192x256         warp          8192    256     2097152       512     64      SKIP    SKIP    0.129       0.129       
scale     narrow_8192x256         warp          8192    256     2097152       512     128     SKIP    SKIP    0.115       0.115       
scale     narrow_8192x256         warp_float4   8192    256     2097152       64      8       SKIP    SKIP    0.426       0.426       
scale     narrow_8192x256         warp_float4   8192    256     2097152       64      16      SKIP    SKIP    0.221       0.221       
scale     narrow_8192x256         warp_float4   8192    256     2097152       64      32      SKIP    SKIP    0.126       0.126       
scale     narrow_8192x256         warp_float4   8192    256     2097152       64      64      SKIP    SKIP    0.108       0.108       
scale     narrow_8192x256         warp_float4   8192    256     2097152       64      128     SKIP    SKIP    0.104       0.104       
scale     narrow_8192x256         warp_float4   8192    256     2097152       128     8       SKIP    SKIP    0.222       0.222       
scale     narrow_8192x256         warp_float4   8192    256     2097152       128     16      SKIP    SKIP    0.127       0.127       
scale     narrow_8192x256         warp_float4   8192    256     2097152       128     32      SKIP    SKIP    0.102       0.102       
scale     narrow_8192x256         warp_float4   8192    256     2097152       128     64      SKIP    SKIP    0.105       0.105       
scale     narrow_8192x256         warp_float4   8192    256     2097152       128     128     SKIP    SKIP    0.107       0.107       
scale     narrow_8192x256         warp_float4   8192    256     2097152       256     8       SKIP    SKIP    0.133       0.133       
scale     narrow_8192x256         warp_float4   8192    256     2097152       256     16      SKIP    SKIP    0.101       0.101       
scale     narrow_8192x256         warp_float4   8192    256     2097152       256     32      SKIP    SKIP    0.104       0.104       
scale     narrow_8192x256         warp_float4   8192    256     2097152       256     64      SKIP    SKIP    0.109       0.109       
scale     narrow_8192x256         warp_float4   8192    256     2097152       256     128     SKIP    SKIP    0.121       0.121       
scale     narrow_8192x256         warp_float4   8192    256     2097152       512     8       SKIP    SKIP    0.106       0.106       
scale     narrow_8192x256         warp_float4   8192    256     2097152       512     16      SKIP    SKIP    0.104       0.104       
scale     narrow_8192x256         warp_float4   8192    256     2097152       512     32      SKIP    SKIP    0.106       0.106       
scale     narrow_8192x256         warp_float4   8192    256     2097152       512     64      SKIP    SKIP    0.123       0.123       
scale     narrow_8192x256         warp_float4   8192    256     2097152       512     128     SKIP    SKIP    0.111       0.111       
scale     narrow_1024x128         basic         1024    128     131072        64      8       SKIP    SKIP    0.569       0.569       
scale     narrow_1024x128         basic         1024    128     131072        64      16      SKIP    SKIP    0.289       0.289       
scale     narrow_1024x128         basic         1024    128     131072        64      32      SKIP    SKIP    0.147       0.147       
scale     narrow_1024x128         basic         1024    128     131072        64      64      SKIP    SKIP    0.078       0.078       
scale     narrow_1024x128         basic         1024    128     131072        64      128     SKIP    SKIP    0.047       0.047       
scale     narrow_1024x128         basic         1024    128     131072        128     8       SKIP    SKIP    0.210       0.210       
scale     narrow_1024x128         basic         1024    128     131072        128     16      SKIP    SKIP    0.107       0.107       
scale     narrow_1024x128         basic         1024    128     131072        128     32      SKIP    SKIP    0.058       0.058       
scale     narrow_1024x128         basic         1024    128     131072        128     64      SKIP    SKIP    0.041       0.041       
scale     narrow_1024x128         basic         1024    128     131072        128     128     SKIP    SKIP    0.039       0.039       
scale     narrow_1024x128         basic         1024    128     131072        256     8       SKIP    SKIP    0.112       0.112       
scale     narrow_1024x128         basic         1024    128     131072        256     16      SKIP    SKIP    0.058       0.058       
scale     narrow_1024x128         basic         1024    128     131072        256     32      SKIP    SKIP    0.041       0.041       
scale     narrow_1024x128         basic         1024    128     131072        256     64      SKIP    SKIP    0.043       0.043       
scale     narrow_1024x128         basic         1024    128     131072        256     128     SKIP    SKIP    0.037       0.037       
scale     narrow_1024x128         basic         1024    128     131072        512     8       SKIP    SKIP    0.078       0.078       
scale     narrow_1024x128         basic         1024    128     131072        512     16      SKIP    SKIP    0.042       0.042       
scale     narrow_1024x128         basic         1024    128     131072        512     32      SKIP    SKIP    0.041       0.041       
scale     narrow_1024x128         basic         1024    128     131072        512     64      SKIP    SKIP    0.041       0.041       
scale     narrow_1024x128         basic         1024    128     131072        512     128     SKIP    SKIP    0.036       0.036       
scale     narrow_1024x128         float4        1024    128     131072        64      8       SKIP    SKIP    0.413       0.413       
scale     narrow_1024x128         float4        1024    128     131072        64      16      SKIP    SKIP    0.209       0.209       
scale     narrow_1024x128         float4        1024    128     131072        64      32      SKIP    SKIP    0.107       0.107       
scale     narrow_1024x128         float4        1024    128     131072        64      64      SKIP    SKIP    0.057       0.057       
scale     narrow_1024x128         float4        1024    128     131072        64      128     SKIP    SKIP    0.033       0.033       
scale     narrow_1024x128         float4        1024    128     131072        128     8       SKIP    SKIP    0.211       0.211       
scale     narrow_1024x128         float4        1024    128     131072        128     16      SKIP    SKIP    0.109       0.109       
scale     narrow_1024x128         float4        1024    128     131072        128     32      SKIP    SKIP    0.057       0.057       
scale     narrow_1024x128         float4        1024    128     131072        128     64      SKIP    SKIP    0.033       0.033       
scale     narrow_1024x128         float4        1024    128     131072        128     128     SKIP    SKIP    0.025       0.025       
scale     narrow_1024x128         float4        1024    128     131072        256     8       SKIP    SKIP    0.110       0.110       
scale     narrow_1024x128         float4        1024    128     131072        256     16      SKIP    SKIP    0.057       0.057       
scale     narrow_1024x128         float4        1024    128     131072        256     32      SKIP    SKIP    0.034       0.034       
scale     narrow_1024x128         float4        1024    128     131072        256     64      SKIP    SKIP    0.028       0.028       
scale     narrow_1024x128         float4        1024    128     131072        256     128     SKIP    SKIP    0.028       0.028       
scale     narrow_1024x128         float4        1024    128     131072        512     8       SKIP    SKIP    0.063       0.063       
scale     narrow_1024x128         float4        1024    128     131072        512     16      SKIP    SKIP    0.034       0.034       
scale     narrow_1024x128         float4        1024    128     131072        512     32      SKIP    SKIP    0.029       0.029       
scale     narrow_1024x128         float4        1024    128     131072        512     64      SKIP    SKIP    0.028       0.028       
scale     narrow_1024x128         float4        1024    128     131072        512     128     SKIP    SKIP    0.025       0.025       
